tadyatha,gaté gaté para gaté para samgaté bodhi soha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TADYATHA,GATE GATE PARA GATE PARA SAM GATE BODHI SVAHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fff,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤཱ་རིའི་བུ་,བྱང་ཆུབ་ སེམས་དཔའ་,སེམས་དཔའ་ ཆེན་པོ,ས་,དེ་ལྟ ར་,ཤེས་རབ་,ཀྱི་,ཕ་རོལ་,ཏུ་,ཕྱིན་པ་,ཟབ་མོ་,ལ་,བསླབ་པ,ར་,བྱ,འོ།།,,,,,,,,,,,,,,,,,,,,,,,,
sharipu,changchub sempa,sempa chenpö,,teta r,sherab,kyi,pharol,tu,chinpa,zabmo,la,labpa,r,cha,'o,,,,,,,,,,,,,,,,,,,,,,,,
Shariputra,bodhisattva,mahasattva,SUBJ,like this,wisdom,OF,other shore,TO,gone,profound,TO,train,TO,do,END,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་ནས་,བཅོམ་ལྡན་འདས་,ཏིང་ངེ་འཛིན་,དེ་,ལས་,བཞེངས་,ཏེ་,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tené,chomdendé,ting ngédzin,té,lé,zheng,té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
then,Bhagavan,concentration,that,FROM,arose,THEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱང་ཆུབ་ སེམས་དཔའ་,སེམས་དཔའ་ ཆེན་པོ་,འཕགས་པ་,སྤྱན་རས་གཟིགས་ དབང་ཕྱུག་,ལ་,ལེགས་,སོ་,ཞེས་བྱ་བ་,བྱིན་,ནས།,ལེགས་,སོ།།,ལེགས་,སོ།,རིགས་,ཀྱི་,བུ།,དེ་,དེ་,བཞིན་,ནོ།།,དེ་,དེ་,བཞིན་,ཏེ།,ཇི་ལྟར་,ཁྱོད་,ཀྱིས་,བསྟན་པ་,བཞིན་དུ་,ཤེས་རབ་,ཀྱི་,ཕ་རོལ་ ཏུ་ ཕྱིན་པ་,ཟབ་མོ་,ལ་,སྤྱད་པ,ར་,བྱ་,སྟེ།,
changchub sempa,sempa chenpo,phakpa,chenrezik wangchuk,la,lek,so,zhechawa,chin,né,lek,so,lek,so,rik,kyi,pu,te,té,zhin,no,te,té,zhin,té,chitar,khyö,kyi,tenpa,zhintu,sherab,kyi,pharol tu chinpa,zabmo,la,chepa,r,cha,té,
bodhisattva,mahasattva,arya,Avalokiteshvara,TO,perfect,END,said,gave,THEN,perfect,END,perfect,END,lineage,OF,son,this,this,like,END,this,this,like,THEN,like,you,SUBJ,indicated,like,wisdom,OF,perfection,profound,TO,practice,TO,do,THEN,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་ བཞིན་ གཤེགས་པ་,རྣམས་,ཀྱང་,རྗེས་ སུ་ ཡི་རང་,ངོ་།།,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te zhin shekpa,nam,kyang,je su yirang,ngo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tathagata,PL,also,rejoice,END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅོམ་ལྡན་འདས་,ཀྱིས་,དེ་སྐད་ ཅེས་,བཀའ་ སྩལ་,ནས།,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chomdendé,kyi,teké ché,ka tsal,né,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhagavan,SUBJ,thus,spoke,THEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚེ་ དང་ ལྡན་པ་,ཤཱ་ར་དྭ་ཏི འི་ བུ་,དང་།,བྱང་ཆུབ་ སེམས་དཔའ་,སྤྱན་རས་གཟིགས་ དབང་ཕྱུག་,དང་།,ཐམས་ཅད་,དང་,ལྡན་པ,འི་,འཁོར་,དེ་དག་,དང་།,ལྷ་,དང་།,མི་,དང་།,ལྷ་ མ་ ཡིན་,དང་།,དྲི་ཟ,ར་,བཅས་པ,འི་,འཇིག་རྟེན་,ཡི་ རངས་,ཏེ།,,,,,,,,,,,,,,
tsétang denpa,sharadati bu,tang,changchub sempa,chenrezik wangchuk,tang,thamché,tang,denpa,'i,khor,tetak,tang,lha,tang,mi,tang,lha ma yin,tang,triza,r,chepa,'i,jikten,yi rang,té,,,,,,,,,,,,,,
venerable,Sharadvatiputra,and,bodhisattva,Avalokiteshvara,and,all,and,are together,OF,retinue,those,and,god,and,human,and,asura,and,gandharva,TO,are together,OF,world,rejoice,THEN,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅོམ་ལྡན་འདས་,ཀྱིས་,གསུངས་པ་,ལ་,མངོན་པ ར་,བསྟོད་,དོ།,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chomdendé,kyi,sungpa,la,ngönpa r,tö,to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhagavan,SUBJ,spoke,TO,manifestly,praise,END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འཕགས་པ་,ཤེས་རབ་,ཀྱི་,ཕ་རོལ་,ཏུ་,ཕྱིན་པ,འི་,སྙིང་པོ་,རྗོགས་,སོ།།,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phakpa,sherab,kyi,pharol,tu,chinpa,'i,nyingpo,dzok,so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arya,wisdom,OF,other shore,TO,gone,OF,heart,completed,END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
